obs,sp500,divyld,i3,ip,pcsp,rsp500,pcip,ci3,ci3_1,ci3_2,pcip_1,pcip_2,pcip_3,pcsp_1,pcsp_2,pcsp_3
1989M11,345.99,3.39,7.67,105.4,-4.870479,-1.480479,4.571446,0.08,-0.13,-0.19,-4.554097,-4.53688,5.698006,0.24187,2.49272,53.0714
1989M12,348.57,3.32,7.64,106.1,8.948295,12.26829,7.969604,-0.03,0.08,-0.13,4.571446,-4.554097,-4.53688,-4.870479,0.24187,2.49272
1990M01,339.97,3.41,7.64,105.5,-29.6067,-26.1967,-6.786034,0,-0.03,0.08,7.969604,4.571446,-4.554097,8.948295,-4.870479,0.24187
1990M02,330.45,3.54,7.76,106.1,-33.60293,-30.06293,6.824627,0.12,0,-0.03,-6.786034,7.969604,4.571446,-29.6067,8.948295,-4.870479
1990M03,338.47,3.49,7.87,106.4,29.12388,32.61388,3.39306,0.11,0.12,0,6.824627,-6.786034,7.969604,-33.60293,-29.6067,8.948295
1990M04,338.18,3.51,7.78,105.7,-1.028186,2.481814,-7.894788,-0.09,0.11,0.12,3.39306,6.824627,-6.786034,29.12388,-33.60293,-29.6067
1990M05,350.25,3.44,7.78,106.5,42.82929,46.26929,9.082343,0,-0.09,0.11,-7.894788,3.39306,6.824627,-1.028186,29.12388,-33.60293
1990M06,360.39,3.36,7.74,106.7,34.74095,38.10095,2.253487,-0.04,0,-0.09,9.082343,-7.894788,3.39306,42.82929,-1.028186,29.12388
1990M07,360.03,3.37,7.66,106.5,-1.198754,2.171246,-2.249263,-0.08,-0.04,0,2.253487,9.082343,-7.894788,34.74095,42.82929,-1.028186
1990M08,330.75,3.65,7.44,106.8,-97.59186,-93.94186,3.380316,-0.22,-0.08,-0.04,-2.249263,2.253487,9.082343,-1.198754,34.74095,42.82929
1990M09,315.41,3.85,7.38,106.8,-55.65531,-51.80531,0,-0.06,-0.22,-0.08,3.380316,-2.249263,2.253487,-97.59186,-1.198754,34.74095
1990M10,307.12,4.01,7.19,106.3,-31.53993,-27.52993,-5.617977,-0.19,-0.06,-0.22,0,3.380316,-2.249263,-55.65531,-97.59186,-1.198754
1990M11,315.29,3.91,7.07,105,31.92243,35.83243,-14.67548,-0.12,-0.19,-0.06,-5.617977,0,3.380316,-31.53993,-55.65531,-97.59186
1990M12,328.75,3.74,6.81,104.5,51.22899,54.96899,-5.714286,-0.26,-0.12,-0.19,-14.67548,-5.617977,0,31.92243,-31.53993,-55.65531
1991M01,325.49,3.82,6.3,104.4,-11.89966,-8.079656,-1.148308,-0.51,-0.26,-0.12,-5.714286,-14.67548,-5.617977,51.22899,31.92243,-31.53993
1991M02,362.26,3.35,5.95,103.2,135.5618,138.9118,-13.79316,-0.35,-0.51,-0.26,-1.148308,-5.714286,-14.67548,-11.89966,51.22899,31.92243
1991M03,372.28,3.26,5.91,102.5,33.19159,36.45159,-8.1395,-0.04,-0.35,-0.51,-13.79316,-1.148308,-5.714286,135.5618,-11.89966,51.22899
1991M04,379.68,3.19,5.67,102.6,23.85299,27.043,1.170714,-0.24,-0.04,-0.35,-8.1395,-13.79316,-1.148308,33.19159,135.5618,-11.89966
1991M05,377.99,3.23,5.51,103.3,-5.341348,-2.111348,8.187188,-0.16,-0.24,-0.04,1.170714,-8.1395,-13.79316,23.85299,33.19159,135.5618
1991M06,378.29,3.23,5.6,104.4,0.952464,4.182465,12.7783,0.09,-0.16,-0.24,8.187188,1.170714,-8.1395,-5.341348,23.85299,33.19159
1991M07,380.33,3.2,5.58,104.5,6.471156,9.671156,1.149408,-0.02,0.09,-0.16,12.7783,8.187188,1.170714,0.952464,-5.341348,23.85299
1991M08,389.4,3.1,5.39,104.6,28.61728,31.71728,1.148308,-0.19,-0.02,0.09,1.149408,12.7783,8.187188,6.471156,0.952464,-5.341348
1991M09,387.2,3.15,5.25,105.3,-6.779604,-3.629604,8.030645,-0.14,-0.19,-0.02,1.148308,1.149408,12.7783,28.61728,6.471156,0.952464
1991M10,386.88,3.14,5.03,105.1,-0.991758,2.148242,-2.279254,-0.22,-0.14,-0.19,8.030645,1.148308,1.149408,-6.779604,28.61728,6.471156
1991M11,385.92,3.15,4.6,105,-2.977641,0.172359,-1.141752,-0.43,-0.22,-0.14,-2.279254,8.030645,1.148308,-0.991758,-6.779604,28.61728
1991M12,388.51,3.11,4.12,104.7,8.053471,11.16347,-3.428606,-0.48,-0.43,-0.22,-1.141752,-2.279254,8.030645,-2.977641,-0.991758,-6.779604
1992M01,416.08,2.9,3.84,104.5,85.15604,88.05604,-2.292229,-0.28,-0.48,-0.43,-3.428606,-1.141752,-2.279254,8.053471,-2.977641,-0.991758
1992M02,412.56,2.94,3.84,105.3,-10.15186,-7.211863,9.186638,0,-0.28,-0.48,-2.292229,-3.428606,-1.141752,85.15604,8.053471,-2.977641
1992M03,407.36,3.01,4.05,105.6,-15.12511,-12.11511,3.418751,0.21,0,-0.28,9.186638,-2.292229,-3.428606,-10.15186,85.15604,8.053471
1992M04,407.41,3.02,3.81,106.3,0.147344,3.167344,7.954597,-0.24,0.21,0,3.418751,9.186638,-2.292229,-15.12511,-10.15186,85.15604
1992M05,414.81,2.99,3.66,106.7,21.79621,24.78621,4.515453,-0.15,-0.24,0.21,7.954597,3.418751,9.186638,0.147344,-15.12511,-10.15186
1992M06,408.27,3.06,3.7,106,-18.91953,-15.85953,-7.872506,0.04,-0.15,-0.24,4.515453,7.954597,3.418751,21.79621,0.147344,-15.12511
1992M07,415.05,3,3.28,106.8,19.92799,22.92799,9.056639,-0.42,0.04,-0.15,-7.872506,4.515453,7.954597,-18.91953,21.79621,0.147344
1992M08,417.93,2.97,3.14,106.6,8.326722,11.29672,-2.247242,-0.14,-0.42,0.04,9.056639,-7.872506,4.515453,19.92799,-18.91953,21.79621
1992M09,418.48,3,2.97,106.2,1.579264,4.579265,-4.502831,-0.17,-0.14,-0.42,-2.247242,9.056639,-7.872506,8.326722,19.92799,-18.91953
1992M10,412.5,3.07,2.84,107.5,-17.1478,-14.0778,14.6893,-0.13,-0.17,-0.14,-4.502831,-2.247242,9.056639,1.579264,8.326722,19.92799
1992M11,422.84,2.98,3.14,108.4,30.07999,33.05999,10.04653,0.3,-0.13,-0.17,14.6893,-4.502831,-2.247242,-17.1478,1.579264,8.326722
1992M12,435.64,2.9,3.25,108.9,36.32585,39.22585,5.535055,0.11,0.3,-0.13,10.04653,14.6893,-4.502831,30.07999,-17.1478,1.579264
1993M01,435.23,2.88,3.06,109.3,-1.129383,1.750617,4.40773,-0.19,0.11,0.3,5.535055,10.04653,14.6893,36.32585,30.07999,-17.1478
1993M02,441.7,2.81,2.95,109.9,17.83885,20.64885,6.587358,-0.11,-0.19,0.11,4.40773,5.535055,10.04653,-1.129383,36.32585,30.07999
1993M03,450.16,2.76,2.97,110.1,22.9839,25.7439,2.18377,0.02,-0.11,-0.19,6.587358,4.40773,5.535055,17.83885,-1.129383,36.32585
1993M04,443.08,2.82,2.89,110.4,-18.87333,-16.05334,3.269788,-0.08,0.02,-0.11,2.18377,6.587358,4.40773,22.9839,17.83885,-1.129383
1993M05,445.25,2.8,2.96,110.3,5.877079,8.677079,-1.08694,0.07,-0.08,0.02,3.269788,2.18377,6.587358,-18.87333,22.9839,17.83885
1993M06,448.06,2.81,3.1,110.1,7.573267,10.38327,-2.175934,0.14,0.07,-0.08,-1.08694,3.269788,2.18377,5.877079,-18.87333,22.9839
